Date	Open	High	Low	Close	Adj Close	Volume
2022-01-21	63.9900016784668	64.44999694824219	62.75	63.27000045776367	56.05267333984375	28637900
2022-01-24	61.5099983215332	62.79999923706055	60.029998779296875	62.70000076293945	55.54768753051758	38601700
2022-01-25	61.970001220703125	64.45999908447266	61.130001068115234	64.11000061035156	56.796852111816406	34371100
2022-01-26	64.69999694824219	65.77999877929688	63.869998931884766	64.75	57.36384582519531	31803400
2022-01-27	65.22000122070312	65.8499984741211	63.900001525878906	64.1500015258789	56.83229064941406	24674000
2022-01-28	63.619998931884766	64.70999908447266	62.83000183105469	64.69000244140625	57.31068801879883	20953500
2022-01-31	64.01000213623047	65.25	63.599998474121094	65.12000274658203	57.691646575927734	23067400
2022-02-01	65.44000244140625	66.69000244140625	65.04000091552734	66.55999755859375	58.96738052368164	26868400
2022-02-02	66.3499984741211	66.80000305175781	65.58000183105469	66.2300033569336	58.67502975463867	18194200
2022-02-03	66.26000213623047	66.37999725341797	65.02999877929688	65.26000213623047	57.815670013427734	18219100
2022-02-04	65.04000091552734	66.66000366210938	64.83999633789062	66.08000183105469	59.003238677978516	23267900
2022-02-07	66.08999633789062	66.79000091552734	65.5	66.36000061035156	59.25325393676758	20081600
2022-02-08	67.05999755859375	67.97000122070312	66.5999984741211	67.12000274658203	59.931861877441406	23191000
2022-02-09	67.41000366210938	68.19000244140625	67.13999938964844	67.83999633789062	60.57474899291992	20902700
2022-02-10	67.94999694824219	68.55000305175781	67.22000122070312	67.5	60.271156311035156	22522300
2022-02-11	67.25	69.11000061035156	66.5999984741211	67.1500015258789	59.958656311035156	27226700
2022-02-14	66.87000274658203	67.22000122070312	65.81999969482422	66.45999908447266	59.34253692626953	24544000
2022-02-15	67.16000366210938	67.4800033569336	66.52999877929688	67.0	59.824710845947266	15487600
2022-02-16	66.54000091552734	67.43000030517578	66.43000030517578	66.94999694824219	59.780059814453125	13067400
2022-02-17	66.33000183105469	66.63999938964844	64.20999908447266	64.70999908447266	57.77995300292969	23150000
2022-02-18	64.11000061035156	64.97000122070312	63.70000076293945	64.13999938964844	57.270999908447266	18114800
2022-02-22	63.06999969482422	64.36000061035156	63.06999969482422	63.88999938964844	57.04777526855469	19057000
2022-02-23	64.41999816894531	64.76000213623047	63.040000915527344	63.220001220703125	56.449527740478516	17563500
2022-02-24	60.4900016784668	61.060001373291016	58.369998931884766	60.66999816894531	54.17261505126953	46453500
2022-02-25	61.310001373291016	62.88999938964844	61.0099983215332	61.97999954223633	55.34231948852539	30518900
2022-02-28	59.93000030517578	60.41999816894531	58.400001525878906	59.22999954223633	52.88682556152344	48212900
2022-03-01	58.38999938964844	59.31999969482422	57.91999816894531	58.59000015258789	52.31536865234375	51389000
2022-03-02	56.970001220703125	59.86000061035156	55.93000030517578	59.560001373291016	53.18149185180664	60206500
2022-03-03	58.75	58.9900016784668	56.9900016784668	57.619998931884766	51.449249267578125	54027300
2022-03-04	55.90999984741211	56.65999984741211	55.189998626708984	56.59000015258789	50.52956008911133	54263000
2022-03-07	55.029998779296875	56.27000045776367	54.06999969482422	55.54999923706055	49.60093307495117	49710700
2022-03-08	56.560001373291016	57.290000915527344	54.7599983215332	54.869998931884766	48.99375534057617	43858100
2022-03-09	56.900001525878906	57.279998779296875	55.810001373291016	55.95000076293945	49.958099365234375	32757100
2022-03-10	55.02000045776367	55.369998931884766	53.95000076293945	54.880001068115234	49.002689361572266	31942500
2022-03-11	55.369998931884766	55.689998626708984	54.06999969482422	54.15999984741211	48.35979080200195	20550900
2022-03-14	54.70000076293945	55.27000045776367	53.83000183105469	54.22999954223633	48.422298431396484	25046000
2022-03-15	54.459999084472656	55.619998931884766	54.349998474121094	55.11000061035156	49.20805740356445	20747100
2022-03-16	56.02000045776367	57.540000915527344	55.970001220703125	56.79999923706055	50.71706771850586	31659800
2022-03-17	55.709999084472656	57.29999923706055	55.029998779296875	57.290000915527344	51.154598236083984	21432300
2022-03-18	56.939998626708984	57.630001068115234	56.72999954223633	57.349998474121094	51.208160400390625	30900500
2022-03-21	57.83000183105469	57.83000183105469	56.75	56.97999954223633	50.87779235839844	21661200
2022-03-22	57.81999969482422	58.25	57.310001373291016	57.5	51.342105865478516	23407400
2022-03-23	57.119998931884766	57.5	56.0	56.349998474121094	50.31525802612305	23070200
2022-03-24	56.61000061035156	56.63999938964844	56.20000076293945	56.41999816894531	50.37776565551758	16770200
2022-03-25	56.529998779296875	57.22999954223633	56.439998626708984	56.7400016784668	50.66349411010742	21206300
2022-03-28	56.20000076293945	56.279998779296875	54.72999954223633	55.91999816894531	49.93130874633789	25546300
2022-03-29	57.279998779296875	57.400001525878906	56.130001068115234	56.470001220703125	50.42241668701172	21463500
2022-03-30	56.0099983215332	56.45000076293945	54.54999923706055	54.970001220703125	49.08305358886719	32222400
2022-03-31	54.5099983215332	54.86000061035156	53.36000061035156	53.400001525878906	47.681190490722656	29202400
2022-04-01	53.470001220703125	53.7400016784668	51.77000045776367	52.33000183105469	46.72577667236328	40073100
