Date	Open	High	Low	Close	Adj Close	Volume
2022-01-21	37.54999923706055	37.599998474121094	35.68000030517578	36.36000061035156	34.28466033935547	15762200
2022-01-24	35.290000915527344	36.68000030517578	34.68000030517578	36.599998474121094	34.51095962524414	17956500
2022-01-25	36.5099983215332	39.0	35.7599983215332	38.790000915527344	36.57595443725586	24167100
2022-01-26	39.060001373291016	40.279998779296875	38.41999816894531	39.79999923706055	37.52831268310547	25985100
2022-01-27	40.2599983215332	41.040000915527344	38.220001220703125	38.86000061035156	36.641963958740234	24350400
2022-01-28	38.91999816894531	40.34000015258789	38.689998626708984	39.68000030517578	37.415157318115234	18155000
2022-01-31	39.22999954223633	39.58000183105469	38.630001068115234	39.06999969482422	36.83997344970703	16444600
2022-02-01	38.77000045776367	39.86000061035156	38.439998626708984	39.52000045776367	37.26428985595703	18792000
2022-02-02	39.56999969482422	39.56999969482422	38.63999938964844	39.25	37.00970458984375	16356600
2022-02-03	39.43000030517578	39.43000030517578	38.40999984741211	38.58000183105469	36.3779411315918	12302100
2022-02-04	39.02000045776367	39.599998474121094	38.5099983215332	38.5099983215332	36.31193542480469	19955400
2022-02-07	38.2400016784668	40.880001068115234	38.040000915527344	40.27000045776367	37.97148513793945	20523700
2022-02-08	40.04999923706055	40.13999938964844	38.58000183105469	38.900001525878906	36.79389190673828	13575900
2022-02-09	39.0099983215332	39.720001220703125	38.86000061035156	39.400001525878906	37.26681900024414	12472500
2022-02-10	39.18000030517578	40.560001373291016	38.939998626708984	39.16999816894531	37.04927062988281	11082700
2022-02-11	39.40999984741211	40.7400016784668	39.09000015258789	40.619998931884766	38.42076873779297	15533600
2022-02-14	40.400001525878906	40.43000030517578	39.0	39.29999923706055	37.17223358154297	12804400
2022-02-15	38.439998626708984	40.18000030517578	38.119998931884766	40.09000015258789	37.91946029663086	14924600
2022-02-16	40.66999816894531	42.63999938964844	40.650001525878906	41.689998626708984	39.43282699584961	21249800
2022-02-17	41.09000015258789	41.54999923706055	40.810001373291016	41.11000061035156	38.88423538208008	9526500
2022-02-18	40.4900016784668	41.11000061035156	39.709999084472656	40.209999084472656	38.03296661376953	11301500
2022-02-22	41.43000030517578	41.560001373291016	38.959999084472656	39.54999923706055	37.408695220947266	20930000
2022-02-23	39.79999923706055	40.380001068115234	39.38999938964844	39.7400016784668	37.58840560913086	9462300
2022-02-24	39.7400016784668	39.97999954223633	37.290000915527344	38.31999969482422	36.24529266357422	21602400
2022-02-25	38.439998626708984	39.599998474121094	38.290000915527344	39.45000076293945	37.31410598754883	11382000
2022-02-28	38.880001068115234	39.27000045776367	37.970001220703125	39.2400016784668	37.115482330322266	14946300
2022-03-01	39.63999938964844	39.91999816894531	36.66999816894531	37.66999816894531	35.6304817199707	20586200
2022-03-02	38.56999969482422	39.470001220703125	38.189998626708984	39.2400016784668	37.115482330322266	16209100
2022-03-03	38.630001068115234	38.83000183105469	37.52000045776367	38.52000045776367	36.434471130371094	22756100
2022-03-04	38.150001525878906	39.06999969482422	37.70000076293945	38.939998626708984	36.831729888916016	22922900
2022-03-07	39.4900016784668	43.400001525878906	39.380001068115234	42.099998474121094	39.82062530517578	29778900
2022-03-08	43.04999923706055	46.27000045776367	43.04999923706055	45.08000183105469	42.6392936706543	41068100
2022-03-09	43.38999938964844	44.279998779296875	41.5	42.560001373291016	40.255733489990234	30347200
2022-03-10	43.099998474121094	43.720001220703125	42.09000015258789	43.400001525878906	41.050254821777344	15498300
2022-03-11	42.68000030517578	43.70000076293945	42.439998626708984	42.900001525878906	40.577327728271484	13251200
2022-03-14	42.06999969482422	42.06999969482422	40.84000015258789	41.54999923706055	39.300411224365234	14389400
2022-03-15	39.81999969482422	40.54999923706055	38.689998626708984	39.2599983215332	37.134395599365234	17239000
2022-03-16	39.369998931884766	39.880001068115234	37.599998474121094	37.880001068115234	35.8291130065918	27499200
